NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;ANO_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO;TIPO_PRODUTO
GLIMEPAC;16/10/2006;2006;NOVO;101810527;01/10/2011;25351002910;ANTIDIABETICOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LEVULAN KERASTICK;16/10/2006;2006;NOVO;106750157;01/10/2011;25351150742;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;63064653000154 - LABORATÓRIOS STIEFEL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SEBIVO;23/10/2006;2006;NOVO;100681047;01/10/2011;25351073580;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);56994502000130 - NOVARTIS BIOCIENCIAS S.A;VÁLIDO;TELBIVUDINA;MEDICAMENTO
LAFEPE BENZNIDAZOL;20/11/2006;2006;NOVO;101830145;01/11/2026;25351111801;ANTIPARASITARIOS;10877926000113 - LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIG;VÁLIDO;BENZNIDAZOL;MEDICAMENTO
FACTIVE;27/11/2006;2006;NOVO;105730363;01/11/2026;25351371243;ANTIBIOTICOS SISTEMICOS SIMPLES;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;MESILATO DE GEMIFLOXACINO;MEDICAMENTO
JANUVIA;27/11/2006;2006;NOVO;100290172;01/11/2031;25351065163;HIPOGLICEMIANTE ORAL;45987013000134 - ORGANON FARMACÊUTICA LTDA.;VÁLIDO;FOSFATO DE SITAGLIPTINA MONOIDRATADO;MEDICAMENTO
PRECEDEX;27/11/2006;2006;NOVO;162500001;;25351478148;HIPNOTICOS;06283144000189 - HOSPIRA PRODUTOS HOSPITALARES LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TALERC;27/11/2006;2006;NOVO;105730364;01/11/2026;25351212403;ANTI-HISTAMINICOS SISTEMICOS;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;CLORIDRATO DE EPINASTINA;MEDICAMENTO
BEBEX PREVINE;26/12/2006;2006;NOVO;154230078;01/12/2016;25351253819;EMOLIENTES E PROTETORES DA PELE E MUCOSAS;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
COLPOTROFINE;26/12/2006;2006;NOVO;100890338;01/12/2016;25351218163;ESTROGENOS SIMPLES;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
DIGEPLUS;26/12/2006;2006;NOVO;105730365;01/12/2026;25351203138;OUTROS DIGESTIVOS;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO +  DIMETICONA +  PEPSINA;MEDICAMENTO
LEVOID;26/12/2006;2006;NOVO;105730366;01/12/2026;25351237194;HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;LEVOTIROXINA SÓDICA +  MANITOL;MEDICAMENTO
GONAPEPTYL DAILY;02/01/2007;2007;NOVO;128760014;01/01/2027;25351349835;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;74232034000148 - LABORATÓRIOS FERRING LTDA;VÁLIDO;ACETATO DE TRIPTORRELINA;MEDICAMENTO
YAZ;02/01/2007;2007;NOVO;100200128;01/01/2012;25351001877;ANTICONCEPCIONAIS;56990534000167 - SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DUO-TRAVATAN;22/01/2007;2007;NOVO;100230266;01/01/2017;25351410513;ANTIGLAUCOMATOSOS;60412327000100 - ALCON LABORATÓRIOS DO BRASIL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
ZAVESCA;22/01/2007;2007;NOVO;155380002;01/01/2022;25351216572;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;05240939000147 - ACTELION PHARMACEUTICALS DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PROCORALAN;29/01/2007;2007;NOVO;112780071;01/01/2027;25351466110;ANTIANGINOSOS E VASODILATADORES;42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA;VÁLIDO;CLORIDRATO DE IVABRADINA;MEDICAMENTO
TARGRETIN;12/02/2007;2007;NOVO;156260009;01/02/2012;25351004814;OUTROS ANTINEOPLASICOS;04748181000947 - LABORATÓRIOS BAGÓ DO BRASIL S/A;CADUCO/CANCELADO;;MEDICAMENTO
ADACNE CLIN;21/02/2007;2007;NOVO;110130249;01/02/2027;25351351901;PRODUTOS ANTI-ACNE;44363661000157 - GLENMARK FARMACÊUTICA LTDA;VÁLIDO;ADAPALENO +  FOSFATO DE CLINDAMICINA;MEDICAMENTO
BYETTA;21/02/2007;2007;NOVO;112600182;01/02/2017;25351276624;ANTIDIABETICOS;43940618000144 - ELI LILLY DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CAFILISADOR;19/03/2007;2007;NOVO;103940537;01/03/2012;25351323280;ANALGESICOS NAO NARCOTICOS;61150819000120 - LABORATÓRIO AMERICANO DE FARMACOTERAPIA S/A;CADUCO/CANCELADO;;MEDICAMENTO
MENOSTAR;19/03/2007;2007;NOVO;100200129;01/03/2012;25351231993;ESTROGENOS SIMPLES;56990534000167 - SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
NEVANAC;19/03/2007;2007;NOVO;100230267;01/03/2017;25351365582;ANTINFLAMATORIOS;60412327000100 - ALCON LABORATÓRIOS DO BRASIL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
REMODULIN;19/03/2007;2007;NOVO;156260010;01/01/2012;25351230385;VASODILATADORES PERIFERICOS;04748181000947 - LABORATÓRIOS BAGÓ DO BRASIL S/A;CADUCO/CANCELADO;;MEDICAMENTO
DIAMOX;24/03/2007;2007;NOVO;104970289;01/03/2025;25351197636;DIURETICOS SIMPLES;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;VÁLIDO;ACETAZOLAMIDA;MEDICAMENTO
TOBRAMINA;24/03/2007;2007;NOVO;155620010;01/10/2028;25351042469;AMINOGLICOSIDEOS;05439635000103 - ANTIBIÓTICOS DO BRASIL LTDA;VÁLIDO;SULFATO DE TOBRAMICINA;MEDICAMENTO
DDAVP;02/04/2007;2007;NOVO;128760015;01/04/2027;25351315864;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;74232034000148 - LABORATÓRIOS FERRING LTDA;VÁLIDO;ACETATO DE DESMOPRESSINA;MEDICAMENTO
ENABLEX;16/04/2007;2007;NOVO;100681049;01/04/2017;25351052057;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CADUCO/CANCELADO;;MEDICAMENTO
NITRONAL;16/04/2007;2007;NOVO;135690438;01/04/2012;25351181111;ANTIANGINOSOS E VASODILATADORES;00923140000131 - EMS SIGMA PHARMA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ACOMPLIA;23/04/2007;2007;NOVO;113000983;01/04/2012;25351274914;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
GALVUS;23/04/2007;2007;NOVO;100681050;01/04/2027;25351140327;ANTIDIABETICOS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;VÁLIDO;VILDAGLIPTINA;MEDICAMENTO
GALVUS MET COMBI- PACK;23/04/2007;2007;NOVO;100681052;01/04/2012;25351281112;ANTIDIABETICOS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CADUCO/CANCELADO;;MEDICAMENTO
NAPROSYN;23/04/2007;2007;NOVO;104290180;01/04/2012;25351408201;ANTINFLAMATORIOS;14372981000102 - BAYER S.A.;CADUCO/CANCELADO;;MEDICAMENTO
PREZISTA;21/05/2007;2007;NOVO;112363387;01/05/2027;25351289835;ANTIRETROVIRAL;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;ETANOLATO DE DARUNAVIR;MEDICAMENTO
DIOVAN AMLO FIX;25/06/2007;2007;NOVO;100681053;01/06/2027;25351099203;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;VÁLIDO;BESILATO DE ANLODIPINO +  VALSARTANA;MEDICAMENTO
KIVEXA;16/07/2007;2007;NOVO;101070261;01/07/2027;25351052203;ANTIVIROTICOS;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;VÁLIDO;LAMIVUDINA +  SULFATO DE ABACAVIR;MEDICAMENTO
DONAREN RETARD;30/07/2007;2007;NOVO;101180601;01/07/2027;25351153254;ANTIDEPRESSIVOS;62462015000129 - APSEN FARMACEUTICA S/A;VÁLIDO;CLORIDRATO DE TRAZODONA;MEDICAMENTO
HOSPHEDRIN;30/07/2007;2007;NOVO;162500002;01/08/2012;25351477374;HIPERTENSOR;06283144000189 - HOSPIRA PRODUTOS HOSPITALARES LTDA;CADUCO/CANCELADO;;MEDICAMENTO
RASILEZ;30/07/2007;2007;NOVO;100681055;01/07/2022;25351402380;ANTI-HIPERTENSIVOS SIMPLES;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CADUCO/CANCELADO;;MEDICAMENTO
UFT;30/07/2007;2007;NOVO;100890343;01/08/2012;25351048995;ANTINEOPLASICOS CITOTOXICOS;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
APROVEL;06/08/2007;2007;NOVO;113000993;01/02/2028;25351411964;ANTI-HIPERTENSIVOS SIMPLES;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SINVALIP AASPAC;06/08/2007;2007;NOVO;135690454;01/08/2012;25351111585;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR;00923140000131 - EMS SIGMA PHARMA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DIUPRESS;13/08/2007;2007;NOVO;100430981;01/04/2025;25351321430;ASSOCIACAO DE FARMACOS COM ACAO DIURETICA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;CLORIDRATO DE AMILORIDA +  CLORTALIDONA;MEDICAMENTO
MALANIL;20/08/2007;2007;NOVO;101070262;01/08/2017;25351007059;ANTIPARASITARIOS;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PLAVIX;20/08/2007;2007;NOVO;113001002;01/05/2023;25351422933;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
THERACORT 20;20/08/2007;2007;NOVO;101910299;01/08/2012;25351289220;GLICOCORTICOIDES SISTEMICOS;61517397000188 - THERASKIN FARMACEUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
AMYTRIL;27/08/2007;2007;NOVO;102980364;01/08/2027;25351126499;ANTIDEPRESSIVOS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;CLORIDRATO DE AMITRIPTILINA;MEDICAMENTO
BENALET TSC;27/08/2007;2007;NOVO;102160216;01/08/2012;25351176654;ANTITUSSIGENOS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
APROZIDE;03/09/2007;2007;NOVO;113001004;01/06/2025;25351426281;ANTI-HIPERTENSIVOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SYNTHROID;03/09/2007;2007;NOVO;105530329;01/09/2027;25351134832;HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;VÁLIDO;LEVOTIROXINA SÓDICA;MEDICAMENTO
METADOXIL;17/09/2007;2007;NOVO;101460087;01/09/2027;25351357530;ANTIALCOOLICO;61150447000131 - LABORATÓRIOS BALDACCI LTDA;VÁLIDO;PIDOLATO DE PIRIDOXINA;MEDICAMENTO
CELSENTRI;24/09/2007;2007;NOVO;102160217;01/09/2012;25351043788;ANTIRETROVIRAL;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
NASONEX;24/09/2007;2007;NOVO;166140006;01/06/2013;25351035665;PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA;07845173000150 - SCHERING-PLOUGH PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
REBETOL;24/09/2007;2007;NOVO;166140003;01/04/2014;25351230033;ANTIVIROTICOS;07845173000150 - SCHERING-PLOUGH PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ZETIA;24/09/2007;2007;NOVO;166140005;01/01/2013;25351035297;ANTILIPEMICOS;07845173000150 - SCHERING-PLOUGH PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DESFORANE (PORT 344/98 - LISTA C-1);01/10/2007;2007;NOVO;106830167;01/10/2027;25351350662;ANESTESICOS GERAIS VOLATEIS E GASOSOS;49351786000261 - BAXTER HOSPITALAR LTDA;VÁLIDO;DESFLURANO;MEDICAMENTO
ONICIT;01/10/2007;2007;NOVO;166140007;01/06/2015;25351035366;ANTIEMETICOS E ANTINAUSEANTES;07845173000150 - SCHERING-PLOUGH PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
OPTIVE;01/10/2007;2007;NOVO;101470170;01/10/2017;25351411898;EMOLIENTES E PROTETORES OFTALMICOS;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DIMORF;08/10/2007;2007;NOVO;102980363;01/10/2027;25351045723;ANALGESICOS NARCOTICOS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;SULFATO DE MORFINA PENTAIDRATADO;MEDICAMENTO
Artane;22/10/2007;2007;NOVO;101180604;01/10/2027;25351216592;ANTIPARKINSONIANOS;62462015000129 - APSEN FARMACEUTICA S/A;VÁLIDO;CLORIDRATO DE TRIEXIFENIDIL;MEDICAMENTO
GANFORT;22/10/2007;2007;NOVO;101470171;01/10/2027;25351312372;ANTIGLAUCOMATOSOS;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;VÁLIDO;BIMATOPROSTA +  MALEATO DE TIMOLOL;MEDICAMENTO
HELLEVA;22/10/2007;2007;NOVO;102980366;01/10/2027;25351072860;VASODILATADORES;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;CARBONATO DE LODENAFILA;MEDICAMENTO
HYALCROM NF;22/10/2007;2007;NOVO;119610015;01/10/2012;25351025201;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;27011022000103 - BL INDÚSTRIA OTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
INVEGA;22/10/2007;2007;NOVO;112363388;01/10/2027;25351389330;NEUROLEPTICOS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;PALIPERIDONA;MEDICAMENTO
RELENZA;22/10/2007;2007;NOVO;101070263;01/10/2027;25351044485;ANTIVIROTICOS;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;VÁLIDO;ZANAMIVIR;MEDICAMENTO
XATRAL OD;22/10/2007;2007;NOVO;113001018;01/01/2029;25351410173;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ZETSIM;22/10/2007;2007;NOVO;166140008;01/05/2014;25351037270;ANTILIPEMICOS;07845173000150 - SCHERING-PLOUGH PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ZYLET;22/10/2007;2007;NOVO;119610016;01/10/2027;25351008313;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;27011022000103 - BL INDÚSTRIA OTICA LTDA;VÁLIDO;ETABONATO DE LOTEPREDNOL +  TOBRAMICINA;MEDICAMENTO
TYKERB;29/10/2007;2007;NOVO;101070264;01/10/2017;25351013796;ANTINEOPLASICO;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VIGADEXA;29/10/2007;2007;NOVO;100230268;01/11/2017;25351509750;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;60412327000100 - ALCON LABORATÓRIOS DO BRASIL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
ETHYOL;12/11/2007;2007;NOVO;166140010;01/09/2011;25351040420;OUTROS ANTINEOPLASICOS;07845173000150 - SCHERING-PLOUGH PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TEMODAL;12/11/2007;2007;NOVO;166140009;01/01/2015;25351037247;CITOSTATICOS ALQUILANTES;07845173000150 - SCHERING-PLOUGH PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PIELOGRAF;03/12/2007;2007;NOVO;123400010;01/11/2017;25351245529;CONTRASTES RADIOLOGICOS;73382103000137 - JUSTESA IMAGEM DO BRASIL S/A;CADUCO/CANCELADO;;MEDICAMENTO
SPRYCEL;03/12/2007;2007;NOVO;101800392;01/12/2027;25351344647;ANTINEOPLASICO;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;VÁLIDO;DASATINIBE;MEDICAMENTO
OROXADIN;10/12/2007;2007;NOVO;113001027;01/09/2025;25351425835;ANTILIPEMICOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PURAN T4;10/12/2007;2007;NOVO;113001023;01/06/2023;25351455315;HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DEPACON (Port 344/98 Lista C-1);17/12/2007;2007;NOVO;105530330;01/12/2017;25351477600;ANTICONVULSIVANTES;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ELOXATIN;17/12/2007;2007;NOVO;113001031;01/11/2028;25351411034;CITOSTATICOS ALQUILANTES;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BUSCOFEM;14/01/2008;2008;NOVO;103670159;01/01/2028;25351143265;ANALGESICOS NAO NARCOTICOS;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
DIOVAN TRIPLO;19/01/2008;2008;NOVO;100681061;01/01/2019;25351426461;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CADUCO/CANCELADO;;MEDICAMENTO
PRATIUM;19/01/2008;2008;NOVO;100930263;01/01/2014;25351417211;ANALGESICOS NAO NARCOTICOS;33060740000172 - MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
RASILEZ HCT;19/01/2008;2008;NOVO;100681062;01/01/2019;25351465057;ANTI-HIPERTENSIVOS SIMPLES;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CADUCO/CANCELADO;;MEDICAMENTO
ISENTRESS;28/01/2008;2008;NOVO;100290173;01/01/2028;25351266679;ANTIVIROTICOS;45987013000134 - ORGANON FARMACÊUTICA LTDA.;VÁLIDO;RALTEGRAVIR POTÁSSICO;MEDICAMENTO
PREDSIM;06/02/2008;2008;NOVO;100930257;01/02/2018;25351221121;GLICOCORTICOIDES SISTEMICOS;33060740000172 - MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
PANKREOFLAT;18/02/2008;2008;NOVO;101180608;01/02/2013;25351192208;DIGESTIVOS-ASSOCIACOES MEDICAMENTOSAS;62462015000129 - APSEN FARMACEUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
STAVIGILE;18/02/2008;2008;NOVO;100330145;01/02/2028;25351045767;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;61230314000175 - LIBBS FARMACÊUTICA LTDA;VÁLIDO;MODAFINILA;MEDICAMENTO
YASMINELLE;18/02/2008;2008;NOVO;100200130;01/02/2013;25351002351;ANTICONCEPCIONAIS;56990534000167 - SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
AZILECT;25/02/2008;2008;NOVO;155730009;01/02/2013;25351490860;ANTIPARKINSONIANOS;05333542000108 - TEVA FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
ARTESUNATO +  MEFLOQUINA FARMANGUINHOS;03/03/2008;2008;NOVO;110630124;01/02/2028;25351477002;ANTIMALARICOS;33781055000135 - FUNDAÇÃO OSWALDO CRUZ;VÁLIDO;CLORIDRATO DE MEFLOQUINA +  ARTESUNATO;MEDICAMENTO
CLENIL HFA;24/03/2008;2008;NOVO;100580111;01/03/2028;25351011374;ANTIASMATICOS;61363032000146 - CHIESI FARMACÊUTICA LTDA;VÁLIDO;DIPROPIONATO DE BECLOMETASONA;MEDICAMENTO
ASPIRINA;31/03/2008;2008;NOVO;170560020;01/10/2026;25351210118;ANALGESICOS NAO NARCOTICOS;18459628000115 - BAYER S.A.;VÁLIDO;ÁCIDO ACETILSALICILSALICÍLICO +  ÁCIDO ACETILSALICÍLICO;MEDICAMENTO
ASPIRINA PREVENT;31/03/2008;2008;NOVO;170560022;01/12/2025;25351211644;ANTIAGREGANTE PLAQUETARIO;18459628000115 - BAYER S.A.;VÁLIDO;ÁCIDO ACETILSALICÍLICO;MEDICAMENTO
BAYCUTEN N;31/03/2008;2008;NOVO;170560023;01/02/2027;25351212211;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;18459628000115 - BAYER S.A.;VÁLIDO;ACETATO DE DEXAMETASONA +  CLOTRIMAZOL;MEDICAMENTO
OCERAL;31/03/2008;2008;NOVO;170560025;01/02/2026;25351212307;ANTIMICOTICOS PARA USO TOPICO;18459628000115 - BAYER S.A.;VÁLIDO;NITRATO DE OXICONAZOL;MEDICAMENTO
AVALOX;14/04/2008;2008;NOVO;170560031;01/11/2029;25351212657;ANTIBIOTICOS SISTEMICOS SIMPLES;18459628000115 - BAYER S.A.;VÁLIDO;CLORIDRATO DE MOXIFLOXACINO;MEDICAMENTO
NEXAVAR;14/04/2008;2008;NOVO;170560029;01/06/2026;25351212182;ANTINEOPLASICO;18459628000115 - BAYER S.A.;VÁLIDO;TOSILATO DE SORAFENIBE;MEDICAMENTO
BENICARANLO;22/04/2008;2008;NOVO;104540175;01/04/2028;25351243637;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;60874187000184 - DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;VÁLIDO;BESILATO DE ANLODIPINO +  OLMESARTANA MEDOXOMILA;MEDICAMENTO
CERETEC;22/04/2008;2008;NOVO;103940540;01/04/2013;25351493093;PRODUTOS PARA DIAGNOSTICO POR IMAGEM;61150819000120 - LABORATÓRIO AMERICANO DE FARMACOTERAPIA S/A;CADUCO/CANCELADO;;MEDICAMENTO
NALDECON PACK;22/04/2008;2008;NOVO;101800394;01/04/2018;25351324459;ANALGESICOS NAO NARCOTICOS;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
FOZNOL;12/05/2008;2008;NOVO;100431001;01/05/2013;25351019910;PRODUTOS NAO ENQUADRADOS EM CLASSES TERAPEUTICAS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
ALPRODIL;26/05/2008;2008;NOVO;135690491;01/05/2013;25351145123;PROSTAGLANDINAS;00923140000131 - EMS SIGMA PHARMA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MYOVIEW;02/06/2008;2008;NOVO;103940542;01/06/2013;25351492960;CONTRASTES RADIOLOGICOS;61150819000120 - LABORATÓRIO AMERICANO DE FARMACOTERAPIA S/A;CADUCO/CANCELADO;;MEDICAMENTO
COLCHIS;16/06/2008;2008;NOVO;101180609;01/01/2011;25351229111;ANTIGOTOSOS;62462015000129 - APSEN FARMACEUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
MEROMAX;23/06/2008;2008;NOVO;100431008;01/06/2028;25351397764;ANTIBIOTICOS SISTEMICOS SIMPLES;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;MEROPENÉM TRI-HIDRATADO;MEDICAMENTO
HALDOL DECANOATO;27/06/2008;2008;NOVO;112360012;01/08/2026;25351022607;NEUROLEPTICOS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;DECANOATO DE HALOPERIDOL;MEDICAMENTO
AMARYL FLEX;30/06/2008;2008;NOVO;113001044;01/06/2013;25351003739;ANTIDIABETICOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
JANUMET;30/06/2008;2008;NOVO;100290177;01/06/2028;25351443767;ANTIDIABETICOS;45987013000134 - ORGANON FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE METFORMINA +  FOSFATO DE SITAGLIPTINA MONOIDRATADO;MEDICAMENTO
Levitra;21/07/2008;2008;NOVO;170560034;01/03/2028;25351211569;VASODILATADORES;18459628000115 - BAYER S.A.;VÁLIDO;CLORIDRATO DE VARDENAFILA +  CLORIDRATO DE VARDENAFILA TRIIDRATADO;MEDICAMENTO
Pradaxa;21/07/2008;2008;NOVO;103670160;01/07/2028;25351344662;ANTITROMBOTICO;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;VÁLIDO;ETEXILATO DE DABIGATRANA;MEDICAMENTO
PRISTIQ;28/07/2008;2008;NOVO;121100273;01/07/2028;25351440851;ANTIDEPRESSIVOS;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;SUCCINATO DE DESVENLAFAXINA MONOIDRATADO;MEDICAMENTO
ALTARGO;11/08/2008;2008;NOVO;101070270;01/08/2018;25351427879;ANTIBACTERIANO TOPICO;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
