NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;ANO_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO;TIPO_PRODUTO
ATORVASTATINA CÁLCICA;04/02/2013;2013;GENÉRICO;100431075;01/02/2018;25351010061;ANTILIPEMICOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;ATORVASTATINA CÁLCICA;MEDICAMENTO
ácido zoledrônico;04/02/2013;2013;GENÉRICO;146820032;01/02/2028;25351686804;ANTINEOPLASICO;05035244000123 - SUN FARMACÊUTICA DO BRASIL LTDA;VÁLIDO;ÁCIDO ZOLEDRÔNICO MONOIDRATADO;MEDICAMENTO
CLORIDRATO DE RANITIDINA;13/02/2013;2013;GENÉRICO;141070080;;25351390460;ANTIULCEROSOS;02501297000102 - PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
ACETATO DE CLORMADINONA+ETINILESTRADIOL;18/02/2013;2013;GENÉRICO;101810637;01/02/2018;25351789728;ANTICONCEPCIONAIS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ETOMIDATO;18/02/2013;2013;GENÉRICO;116370076;01/02/2028;25351554902;HIPNOTICOS;58430828000160 - BLAU FARMACÊUTICA S.A.;VÁLIDO;ETOMIDATO;MEDICAMENTO
GABAPENTINA;18/02/2013;2013;GENÉRICO;125680238;01/02/2028;25351450682;ANTICONVULSIVANTES;73856593000166 - PRATI DONADUZZI & CIA LTDA;VÁLIDO;GABAPENTINA;MEDICAMENTO
LEVODOPA+CLORIDRATO DE BENSERAZIDA;18/02/2013;2013;GENÉRICO;105730444;01/02/2023;25351596609;ANTIPARKINSONIANOS;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;CADUCO/CANCELADO;;MEDICAMENTO
SULFATO DE EFEDRINA;18/02/2013;2013;GENÉRICO;113430185;01/02/2028;25351188392;HIPERTENSOR;19570720000110 - HIPOLABOR FARMACEUTICA LTDA;VÁLIDO;SULFATO DE EFEDRINA;MEDICAMENTO
levofloxacino;18/02/2013;2013;GENÉRICO;143810159;01/02/2028;25351563046;ANTIBIOTICOS SISTEMICOS SIMPLES;02814497000107 - CIMED INDUSTRIA S.A;VÁLIDO;LEVOFLOXACINO HEMIIDRATADO;MEDICAMENTO
DICLORIDRATO DE PRAMIPEXOL;26/02/2013;2013;GENÉRICO;102351083;01/02/2028;25351061193;ANTIPARKINSONIANOS;57507378000365 - EMS S/A;VÁLIDO;DICLORIDRATO DE PRAMIPEXOL;MEDICAMENTO
TACROLIMO;26/02/2013;2013;GENÉRICO;100330173;01/02/2018;25351190501;IMUNOMODULADOR;61230314000175 - LIBBS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LEVODOPA+CLORIDRATO DE BENSERAZIDA;04/03/2013;2013;GENÉRICO;112130449;01/03/2023;25351509446;ANTIPARKINSONIANOS;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
cloridrato de dorzolamida + maleato de timolol;04/03/2013;2013;GENÉRICO;155840292;01/03/2018;25351589555;ANTIGLAUCOMATOSOS;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;CADUCO/CANCELADO;;MEDICAMENTO
DICLORIDRATO DE PRAMIPEXOL;11/03/2013;2013;GENÉRICO;105830760;01/03/2028;25351067053;ANTIPARKINSONIANOS;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;DICLORIDRATO DE PRAMIPEXOL;MEDICAMENTO
DICLORIDRATO DE PRAMIPEXOL;11/03/2013;2013;GENÉRICO;126750166;;25351099349;ANTIPARKINSONIANOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
DICLORIDRATO DE PRAMIPEXOL;11/03/2013;2013;GENÉRICO;167730382;01/03/2018;25351067066;ANTIPARKINSONIANOS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
drospirenona + etinilestradiol;11/03/2013;2013;GENÉRICO;100431077;01/03/2018;25351575914;ANTICONCEPCIONAIS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
PANTOPRAZOL;18/03/2013;2013;GENÉRICO;100431078;01/03/2028;25351319981;ANTIACIDOS E ANTIULCEROSOS SIMPLES;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;MEDICAMENTO
PERMETRINA;18/03/2013;2013;GENÉRICO;125680240;01/03/2028;25351157332;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;73856593000166 - PRATI DONADUZZI & CIA LTDA;VÁLIDO;PERMETRINA;MEDICAMENTO
ROSUVASTATINA CÁLCICA;18/03/2013;2013;GENÉRICO;113001139;01/03/2018;25351010580;ANTILIPEMICOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
NITRATO DE FENTICONAZOL;01/04/2013;2013;GENÉRICO;100431080;01/04/2018;25351004226;ANTIMICOTICOS PARA USO TOPICO;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE GENCITABINA;08/04/2013;2013;GENÉRICO;116370077;01/04/2028;25351574815;ANTINEOPLASICO;58430828000160 - BLAU FARMACÊUTICA S.A.;VÁLIDO;CLORIDRATO DE GENCITABINA;MEDICAMENTO
CLORIDRATO DE TOPOTECANA;08/04/2013;2013;GENÉRICO;155370029;01/04/2028;25351448858;ANTINEOPLASICO;64171697000146 - ACCORD FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE TOPOTECANA;MEDICAMENTO
LATANOPROSTA;08/04/2013;2013;GENÉRICO;154230194;01/04/2028;25351237394;PROSTAGLANDINAS;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;LATANOPROSTA;MEDICAMENTO
ÁCIDO TRANEXÂMICO;08/04/2013;2013;GENÉRICO;113430186;01/04/2028;25351718604;ANTIFIBRINOLITICOS;19570720000110 - HIPOLABOR FARMACEUTICA LTDA;VÁLIDO;ÁCIDO TRANEXÂMICO;MEDICAMENTO
CLORIDRATO DE CIPROFLOXACINO;22/04/2013;2013;GENÉRICO;121100302;01/04/2018;25351567044;ANTIBIOTICOS SISTEMICOS SIMPLES;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LEFLUNOMIDA;22/04/2013;2013;GENÉRICO;102980396;01/04/2028;25351317758;ANTINFLAMATORIOS ANTIREUMATICOS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;LEFLUNOMIDA;MEDICAMENTO
PARACETAMOL;22/04/2013;2013;GENÉRICO;109630063;01/04/2028;25351235014;ANALGESICOS NAO NARCOTICOS;06597801000162 - THEODORO F SOBRAL & CIA LTDA;VÁLIDO;PARACETAMOL;MEDICAMENTO
atenolol;22/04/2013;2013;GENÉRICO;156510049;01/04/2018;25351106949;BETABLOQUEADORES SIMPLES;05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ACETATO DE CIPROTERONA+ETINILESTRADIOL;03/05/2013;2013;GENÉRICO;155840400;01/05/2028;25351703022;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;ACETATO DE CIPROTERONA +  ETINILESTRADIOL;MEDICAMENTO
AZITROMICINA;03/05/2013;2013;GENÉRICO;100431081;01/05/2028;25351000295;ANTIBIOTICOS SISTEMICOS SIMPLES;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;AZITROMICINA DI-HIDRATADA;MEDICAMENTO
CEFOXITINA SÓDICA;03/05/2013;2013;GENÉRICO;189000048;01/05/2018;25351014586;CEFALOSPORINAS;13382686000174 - ARISTON INDÚSTRIAS QUÍMICAS E FARMACÊUTICAS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE LIDOCAINA;03/05/2013;2013;GENÉRICO;103110143;01/04/2018;25351202291;ANESTESICOS LOCAIS;01571702000198 - HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO SÓDICO;03/05/2013;2013;GENÉRICO;103110142;01/05/2028;25351750390;ANTINFLAMATORIOS ANTIREUMATICOS;01571702000198 - HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;VÁLIDO;DICLOFENACO SÓDICO;MEDICAMENTO
LATANOPROSTA + MALEATO DE TIMOLOL;03/05/2013;2013;GENÉRICO;154230197;01/05/2028;25351237411;PROSTAGLANDINAS;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;LATANOPROSTA +  MALEATO DE TIMOLOL;MEDICAMENTO
METRONIDAZOL;03/05/2013;2013;GENÉRICO;102351084;01/05/2018;25351539149;AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
OXALATO DE ESCITALOPRAM;03/05/2013;2013;GENÉRICO;154230199;01/05/2028;25351475057;ANTIDEPRESSIVOS;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;OXALATO DE ESCITALOPRAM;MEDICAMENTO
TRAVOPROSTA;03/05/2013;2013;GENÉRICO;101810641;01/05/2018;25351567072;ANTIGLAUCOMATOSOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TRAVOPROSTA;03/05/2013;2013;GENÉRICO;113001141;01/05/2018;25351524769;ANTIGLAUCOMATOSOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
sulfametoxazol+trimetoprima;03/05/2013;2013;GENÉRICO;103920170;01/05/2028;25351560842;TRIMETOPRIMA EM ASSOCIACAO COM SULFAS;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;VÁLIDO;SULFAMETOXAZOL +  TRIMETOPRIMA;MEDICAMENTO
ALBENDAZOL;13/05/2013;2013;GENÉRICO;112130396;;25351302972;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;VÁLIDO;;MEDICAMENTO
CLORIDRATO DE TANSULOSINA;13/05/2013;2013;GENÉRICO;104920201;01/05/2028;25351682913;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;33150764000112 - BIOLAB FARMA GENERICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE VALACICLOVIR;13/05/2013;2013;GENÉRICO;123520227;01/05/2028;25351512847;ANTIVIROTICOS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE VALACICLOVIR;MEDICAMENTO
PARACETAMOL + FOSFATO DE CODEÍNA;13/05/2013;2013;GENÉRICO;154230201;01/05/2028;25351423065;ANALGESICOS NARCOTICOS;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;FOSFATO DE CODEÍNA +  PARACETAMOL;MEDICAMENTO
MESILATO DE IMATINIBE;16/05/2013;2013;GENÉRICO;102980398;01/05/2028;25351428386;ANTINEOPLASICO;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;MESILATO DE IMATINIBE;MEDICAMENTO
BESILATO DE ANLODIPINO;20/05/2013;2013;GENÉRICO;143810160;01/05/2018;25351000668;ANTI-HIPERTENSIVOS SIMPLES;02814497000107 - CIMED INDUSTRIA S.A;CADUCO/CANCELADO;;MEDICAMENTO
CIPROFIBRATO;20/05/2013;2013;GENÉRICO;105730446;01/05/2023;25351420231;ANTILIPEMICOS;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;CADUCO/CANCELADO;;MEDICAMENTO
CIPROFIBRATO;20/05/2013;2013;GENÉRICO;112130450;01/05/2023;25351279274;ANTILIPEMICOS;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
OXALATO DE ESCITALOPRAM;20/05/2013;2013;GENÉRICO;100431083;01/05/2018;25351659685;ANTIDEPRESSIVOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE AMOROLFINA;03/06/2013;2013;GENÉRICO;102351085;01/06/2018;25351771719;ANTIMICOTICOS PARA USO TOPICO;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE AMOROLFINA;03/06/2013;2013;GENÉRICO;105830762;01/06/2018;25351800215;ANTIMICOTICOS PARA USO TOPICO;45992062000165 - GERMED FARMACEUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE AMOROLFINA;03/06/2013;2013;GENÉRICO;126750169;01/06/2018;25351328042;ANTIMICOTICOS PARA USO TOPICO;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE AMOROLFINA;03/06/2013;2013;GENÉRICO;167730384;01/06/2018;25351800321;ANTIMICOTICOS PARA USO TOPICO;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
COLCHICINA;03/06/2013;2013;GENÉRICO;154230203;01/06/2028;25351404906;ANTIGOTOSOS;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;COLCHICINA;MEDICAMENTO
FINASTERIDA;03/06/2013;2013;GENÉRICO;103700592;01/06/2028;25351745085;INIBIDOR DA ALFA-REDUTASE;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;FINASTERIDA;MEDICAMENTO
GABAPENTINA;03/06/2013;2013;GENÉRICO;151670042;01/06/2028;25351589652;ANTICONVULSIVANTES;04301884000175 - AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;VÁLIDO;GABAPENTINA;MEDICAMENTO
LEFLUNOMIDA;03/06/2013;2013;GENÉRICO;102351087;01/06/2028;25351247715;ANTINFLAMATORIOS ANTIREUMATICOS;57507378000365 - EMS S/A;VÁLIDO;LEFLUNOMIDA;MEDICAMENTO
LEFLUNOMIDA;03/06/2013;2013;GENÉRICO;105830764;01/06/2018;25351267292;ANTINFLAMATORIOS ANTIREUMATICOS;45992062000165 - GERMED FARMACEUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LEFLUNOMIDA;03/06/2013;2013;GENÉRICO;167730385;01/06/2018;25351270943;ANTINFLAMATORIOS ANTIREUMATICOS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MALEATO DE TRIMEBUTINA;03/06/2013;2013;GENÉRICO;100431085;01/06/2018;25351490256;ANTIESPASMODICOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
RABEPRAZOL SODICO;03/06/2013;2013;GENÉRICO;100470523;01/06/2028;25351372983;ANTIULCEROSOS;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;RABEPRAZOL SÓDICO;MEDICAMENTO
DROSPIRENONA + ETINILESTRADIOL;17/06/2013;2013;GENÉRICO;135170006;01/06/2028;25351695672;ANTICONCEPCIONAIS;48344725000719 - ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;VÁLIDO;DROSPIRENONA +  ETINILESTRADIOL;MEDICAMENTO
cloridrato de duloxetina;17/06/2013;2013;GENÉRICO;102351088;01/06/2028;25351435299;ANTIDEPRESSIVOS;57507378000365 - EMS S/A;VÁLIDO;CLORIDRATO DE DULOXETINA;MEDICAMENTO
ACETATO DE CIPROTERONA+ETINILESTRADIOL;08/07/2013;2013;GENÉRICO;155890004;01/07/2028;25351527182;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;04338716000154 - INDÚSTRIA FARMACÊUTICA MELCON DO BRASIL S.A.;CADUCO/CANCELADO;;MEDICAMENTO
CANDESARTANA CILEXETILA;08/07/2013;2013;GENÉRICO;102351089;01/07/2028;25351738886;ANTI-HIPERTENSIVOS SIMPLES;57507378000365 - EMS S/A;VÁLIDO;CANDESARTANA CILEXETILA;MEDICAMENTO
DROPROPIZINA;08/07/2013;2013;GENÉRICO;105730447;01/07/2018;25351030509;ANTITUSSIGENOS SIMPLES;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;CADUCO/CANCELADO;;MEDICAMENTO
DROPROPIZINA;08/07/2013;2013;GENÉRICO;112130452;01/07/2023;25351803867;ANTITUSSIGENOS SIMPLES;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
HEMITARTARATO DE RIVASTIGMINA;08/07/2013;2013;GENÉRICO;105730448;01/07/2018;25351038560;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;CADUCO/CANCELADO;;MEDICAMENTO
HEMITARTARATO DE RIVASTIGMINA;08/07/2013;2013;GENÉRICO;112130453;01/07/2018;25351009137;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
tartarato de brimonidina+maleato de timolol;08/07/2013;2013;GENÉRICO;155840410;01/07/2028;25351693760;ANTIGLAUCOMATOSOS;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;MALEATO DE TIMOLOL +  TARTARATO DE BRIMONIDINA;MEDICAMENTO
CLORIDRATO DE DULOXETINA;29/07/2013;2013;GENÉRICO;105830765;01/07/2028;25351459719;ANTIDEPRESSIVOS;45992062000165 - GERMED FARMACEUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE DULOXETINA;29/07/2013;2013;GENÉRICO;126750170;;25351453678;ANTIDEPRESSIVOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE DULOXETINA;29/07/2013;2013;GENÉRICO;167730389;;25351453401;ANTIDEPRESSIVOS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE IRINOTECANO;29/07/2013;2013;GENÉRICO;106460192;01/07/2018;25351652988;ANTINEOPLASICO;61282661000141 - LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE SERTRALINA;29/07/2013;2013;GENÉRICO;155840412;01/07/2028;25351386639;ANTIDEPRESSIVOS;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;CLORIDRATO DE SERTRALINA;MEDICAMENTO
CLOTRIMAZOL;29/07/2013;2013;GENÉRICO;103920171;01/07/2028;25351020688;ANTIMICOTICOS PARA USO TOPICO;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;VÁLIDO;CLOTRIMAZOL;MEDICAMENTO
DEXAMETASONA;29/07/2013;2013;GENÉRICO;118190132;01/07/2018;25351720782;GLICOCORTICOIDES SISTEMICOS;92265552000140 - MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MALEATO DE DEXCLORFENIRAMINA;29/07/2013;2013;GENÉRICO;103850106;01/07/2018;25351644058;ANTIALERGICOS TOPICOS;83874628000143 - LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PANTOPRAZOL SÓDICO SESQUIIDRATADO;29/07/2013;2013;GENÉRICO;189000049;01/07/2018;25351570737;ANTIACIDOS E ANTIULCEROSOS SIMPLES;13382686000174 - ARISTON INDÚSTRIAS QUÍMICAS E FARMACÊUTICAS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PARACETAMOL;29/07/2013;2013;GENÉRICO;105710148;01/07/2018;25351197301;ANALGESICOS NAO NARCOTICOS;18324343000177 - BELFAR LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PROPIONATO DE CLOBETASOL;29/07/2013;2013;GENÉRICO;125680241;01/07/2028;25351473724;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;73856593000166 - PRATI DONADUZZI & CIA LTDA;VÁLIDO;PROPIONATO DE CLOBETASOL;MEDICAMENTO
ALENDRONATO DE SODIO;05/08/2013;2013;GENÉRICO;105730450;01/08/2018;25351324045;SUPRESSORES DA REABSORCAO OSSEA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;CADUCO/CANCELADO;;MEDICAMENTO
ALENDRONATO DE SODIO;05/08/2013;2013;GENÉRICO;112130454;01/08/2023;25351310503;SUPRESSORES DA REABSORCAO OSSEA;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CABERGOLINA;05/08/2013;2013;GENÉRICO;122140090;01/08/2028;25351587017;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;55980684000127 - ZODIAC PRODUTOS FARMACÊUTICOS S/A;CADUCO/CANCELADO;;MEDICAMENTO
CANDESARTANA CILEXETILA;05/08/2013;2013;GENÉRICO;105830766;01/08/2028;25351752935;ANTI-HIPERTENSIVOS SIMPLES;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;CANDESARTANA CILEXETILA;MEDICAMENTO
CANDESARTANA CILEXETILA;05/08/2013;2013;GENÉRICO;167730390;01/08/2028;25351753297;ANTI-HIPERTENSIVOS SIMPLES;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CANDESARTANA CILEXETILA;MEDICAMENTO
CLORIDRATO DE MEMANTINA;05/08/2013;2013;GENÉRICO;103700595;01/08/2028;25351010077;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CLORIDRATO DE MEMANTINA;MEDICAMENTO
CLORIDRATO DE VANCOMICINA;05/08/2013;2013;GENÉRICO;116370092;01/01/2026;25351325290;ANTIBIOTICOS SISTEMICOS SIMPLES;58430828000160 - BLAU FARMACÊUTICA S.A.;VÁLIDO;CLORIDRATO DE VANCOMICINA;MEDICAMENTO
LEVOFLOXACINO;05/08/2013;2013;GENÉRICO;112130455;01/08/2023;25351605217;ANTIBIOTICOS SISTEMICOS SIMPLES;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PARACETAMOL+ACIDO ACETILSALICILICO+CAFEINA;05/08/2013;2013;GENÉRICO;155840413;01/08/2018;25351516495;ANALGESICOS NAO NARCOTICOS;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;CADUCO/CANCELADO;;MEDICAMENTO
cloridrato de loperamida;05/08/2013;2013;GENÉRICO;100470525;01/08/2028;25351354681;ANTIDIARREICOS ADSORVENTES E ANTIFISETICOS;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE LOPERAMIDA;MEDICAMENTO
nitrato de isoconazol;05/08/2013;2013;GENÉRICO;118190133;01/08/2018;25351594750;ANTIMICOTICOS PARA USO TOPICO;92265552000140 - MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ACIDO TRANEXAMICO;12/08/2013;2013;GENÉRICO;116370099;01/09/2027;25351323698;ANTIFIBRINOLITICOS;58430828000160 - BLAU FARMACÊUTICA S.A.;VÁLIDO;ÁCIDO TRANEXÂMICO;MEDICAMENTO
CEFALOTINA SÓDICA;12/08/2013;2013;GENÉRICO;116370100;01/09/2027;25351323700;CEFALOSPORINAS;58430828000160 - BLAU FARMACÊUTICA S.A.;VÁLIDO;CEFALOTINA SODICA;MEDICAMENTO
CEFOXITINA SÓDICA;12/08/2013;2013;GENÉRICO;116370123;01/05/2028;25351325216;CEFALOSPORINAS;58430828000160 - BLAU FARMACÊUTICA S.A.;VÁLIDO;CEFOXITINA SÓDICA;MEDICAMENTO
CLORIDRATO DE MEMANTINA;12/08/2013;2013;GENÉRICO;121100305;01/08/2018;25351687043;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO SÓDICO;12/08/2013;2013;GENÉRICO;116370104;01/06/2029;25351323737;ANTINFLAMATORIOS ANTIREUMATICOS;58430828000160 - BLAU FARMACÊUTICA S.A.;VÁLIDO;DICLOFENACO SÓDICO;MEDICAMENTO
FUMARATO DE QUETIAPINA;12/08/2013;2013;GENÉRICO;103700596;01/08/2028;25351415999;ANTIPSICOTICOS;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;HEMIFUMARATO DE QUETIAPINA;MEDICAMENTO
HEMIFUMARATO DE QUETIAPINA;12/08/2013;2013;GENÉRICO;121100306;01/08/2018;25351687060;ANTIPSICOTICOS;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LEVOFLOXACINO;12/08/2013;2013;GENÉRICO;105730452;01/08/2018;25351610928;ANTIBIOTICOS SISTEMICOS SIMPLES;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;CADUCO/CANCELADO;;MEDICAMENTO
OLMESARTANA MEDOXOMILA;12/08/2013;2013;GENÉRICO;105250057;01/08/2028;25351460401;ANTI-HIPERTENSIVOS;33078528000132 - TORRENT DO BRASIL LTDA;VÁLIDO;OLMESARTANA MEDOXOMILA;MEDICAMENTO
SUCCINATO SODICO DE HIDROCORTISONA;12/08/2013;2013;GENÉRICO;116370105;01/10/2027;25351323730;GLICOCORTICOIDES SISTEMICOS;58430828000160 - BLAU FARMACÊUTICA S.A.;VÁLIDO;SUCCINATO SÓDICO DE HIDROCORTISONA;MEDICAMENTO
TIOCOLCHICOSÍDEO;12/08/2013;2013;GENÉRICO;116370106;01/09/2027;25351323748;RELAXANTES MUSCULARES;58430828000160 - BLAU FARMACÊUTICA S.A.;VÁLIDO;TIOCOLCHICOSÍDEO;MEDICAMENTO
